ORF alpha.0 alpha.7 alpha.14 alpha.21 alpha.28 alpha.35 alpha.42 alpha.49 alpha.56 alpha.63 alpha.70 alpha.77 alpha.84 alpha.91 alpha.98 alpha.105 alpha.112 alpha.119 Elu.0 Elu.30 Elu.60 Elu.90 Elu.120 Elu.150 Elu.180 Elu.210 Elu.240 Elu.270 Elu.300 Elu.330 Elu.360 Elu.390 cdc15.10 cdc15.30 cdc15.50 cdc15.70 cdc15.90 cdc15.110 cdc15.130 cdc15.150 cdc15.170 cdc15.190 cdc15.210 cdc15.230 cdc15.250 cdc15.270 cdc15.290 spo.0 spo.2 spo.5 spo.7 spo.9 spo.11 spo5.2 spo5.7 spo5.11 spo..early spo..mid heat.0 heat.10 heat.20 heat.40 heat.80 heat.160 dtt.15 dtt.30 dtt.60 dtt.120 cold.0 cold.20 cold.40 cold.160 diau.a diau.b diau.c diau.d diau.e diau.f diau.g Label gene_class
YBR114W 0.08 -0.49 -0.74 -0.18 -0.36 0.25 -0.32 0.23 -0.51 0.14 -0.54 0.38 -0.09 -0.18 -1.09 0.24 -0.64 0.49 -0.34 -0.43 0.07 0.01 -0.06 -0.1 -0.07 0.21 0.15 0.06 -1.4 -0.32 -0.69 0.1 -0.49 0.03 -0.18 0.3 -1.03 -0.51 -0.74 0.77 1.12 -1.09 -0.42 0.19 -1.22 -0.58 -0.81 0.63 -0.34 -0.2 -0.14 0.23 -0.06 0.42 0.28 0.77 -0.07 -0.07 0.9 0.63 0.21 0.86 0.4 -0.36 -0.49 -0.45 -0.1 -0.1 0.36 -0.12 0.59 -0.07 -0.74 -0.25 0.06 -0.38 -0.67 0.32 -0.27 nc 2
YBR126C -0.07 0.64 0.67 0.24 -0.22 -0.67 -0.43 0.29 -0.38 0.04 -0.12 0.12 -0.01 -0.09 -0.09 0.16 -0.3 -0.04 0.87 0.19 0.32 -0.18 -0.64 -0.94 -0.47 0.03 0.32 -0.06 -0.94 0.49 0.28 0.58 -1 -0.71 -0.4 0.24 -0.4 -0.42 -0.76 0.54 0.49 0.01 -0.25 0.11 0.91 0.89 1.04 -0.12 -0.49 -0.64 -0.76 -0.79 -0.56 0.07 0.12 -0.23 -0.18 -0.2 0.28 2.82 2.65 0.96 0.86 -0.18 -0.01 -0.27 0.74 0.66 0.65 0.55 0.15 0.03 0.24 0.07 -0.04 0.56 0.67 1.77 0.6 nc 2
YBR132C -0.14 0.66 0.78 0.04 0.29 -0.18 -0.07 0.38 -0.06 -0.2 -0.4 0.04 -0.42 -0.25 -0.09 -0.2 -0.34 0.11 -0.07 -0.56 -0.62 -0.54 -0.86 -0.76 -0.23 -0.17 0.34 0.06 -0.47 0.37 -0.4 0.16 -0.64 -0.4 -0.36 0.3 0.36 -0.2 0.31 0.03 0.01 0.23 0.01 0.34 0.21 0.44 0.48 -0.32 -1.22 -1.79 -1.79 0.29 -2.06 0.08 -0.56 -0.4 -0.6 -0.58 0.34 2.06 1.63 0.95 0.46 -0.42 -0.76 -0.3 -0.23 -0.81 0.26 0.45 0.41 0.77 -1.09 -0.58 0.45 -0.06 -0.32 1.27 1.63 nc 2
YBR154C -0.22 -1.03 -0.67 -0.64 -0.17 -0.51 -0.17 0.57 -0.03 -0.04 -0.25 0.08 -0.15 -0.42 -0.23 -0.43 0.08 -0.06 1.77 -0.43 -0.38 -0.03 0.23 0.53 -0.29 -0.14 -0.38 0.11 0.18 -0.36 -0.58 -0.25 0.68 0.65 0.33 -0.3 -0.1 0.03 0.18 -0.07 -0.15 -0.2 0.01 -0.09 0.45 0.04 0.37 -0.23 -1.4 -1.09 -1.69 -1.15 -1.15 -0.74 -0.67 -0.51 -2.12 -1.69 -0.56 -1.79 -0.89 -1.22 -0.64 -0.86 0.03 0.23 -0.74 -0.84 -0.2 -0.12 -0.58 -0.25 0.12 -0.03 0.29 -0.3 -0.4 -0.45 -1.15 nc 2
YBR169C 0.16 0.28 0.44 -0.04 -0.22 -0.22 0.11 0.53 -0.09 0.45 -0.1 0.04 -0.06 -0.15 0.08 0.58 -0.29 0.4 1.86 -0.15 0.21 0.29 -0.69 -1.15 -0.6 -0.58 -0.15 -0.34 -1.09 -0.07 -0.47 -0.17 0.31 -0.01 -0.2 -0.17 -0.32 -0.74 -0.49 -0.17 -0.38 0.58 0.24 1.16 0.93 0.86 1.06 0.28 -0.84 -0.17 -0.17 0.08 -0.25 0.28 0.23 0.58 1.04 -0.32 0.39 2.85 2.18 1.4 0.98 -0.22 -0.15 -0.23 0.68 0.76 -0.1 0.1 0.34 0.23 -0.09 -0.06 0.04 0.66 0.82 2.2 1.95 nc 2
YBR186W -0.34 -0.04 -0.1 -0.22 0.31 -0.27 -0.32 0.3 -0.2 -0.04 -0.03 0.11 -0.51 -0.42 -0.2 0.42 -0.38 0.38 -0.49 -0.58 -0.38 -0.34 -0.2 -0.74 -0.86 -0.58 -0.58 -0.6 -0.6 -0.86 -0.62 -0.62 -0.2 -0.22 -0.17 -0.51 -0.94 -0.84 -1.56 -0.17 -0.22 -0.29 -0.56 0.04 -1 -0.79 -0.74 0.03 1.51 2.34 2.09 1.49 1.34 -0.97 -0.92 -1.89 3.32 3.34 1.4 -0.51 0.01 -0.58 -0.1 0.42 -0.45 -0.32 -1.22 -0.94 -0.06 0.07 -0.15 0.31 -0.18 0.86 0.23 -0.54 -1 -1 -1 nc 2
YBR188C -0.23 1.71 -0.45 0.2 -0.32 -0.14 0.04 0.11 -0.29 0.23 -0.58 0.26 0.01 0.25 -0.27 0.31 0.2 0.15 -0.38 -0.14 -0.01 -0.2 -0.42 -0.09 -0.15 -0.27 -1.12 -0.51 0.03 -0.29 -0.18 -0.3 -0.2 -0.15 -0.67 -0.54 -0.62 -0.81 -0.03 0.3 1.23 -0.74 -1.09 0.51 -1.64 -0.43 -0.64 0.11 0.59 0.57 0.51 0.2 0.11 0.04 -0.29 -0.56 0.63 1.18 0.77 -0.43 0.16 -0.92 -0.15 0.96 0.03 -0.14 -0.64 -0.71 -0.6 0.34 -1 -0.49 0.08 0.24 0.1 -0.12 -0.58 -0.42 -0.32 nc 2
YBR195C -0.34 -1.03 -0.03 -0.4 -0.18 -0.38 -0.3 0.08 -0.25 0.08 -0.3 -0.06 -0.25 -0.17 -0.25 0.23 -0.29 0.41 -0.42 -0.67 -0.71 -0.62 -0.01 -0.18 -0.69 -0.29 -0.04 -0.09 -0.25 -0.23 -0.27 -0.45 0.56 0.54 0.16 0.01 -0.04 -0.03 0.1 -0.07 -0.1 -0.09 -0.15 -0.38 -0.42 -0.22 -0.25 -0.27 0.1 0.75 1.84 1.79 1.28 -1.18 0.31 -0.2 0.51 1.07 -0.49 -0.43 -0.18 0.07 -0.1 0.1 -0.49 -0.29 -0.58 -0.25 -0.29 0.29 -0.38 0.1 -0.3 -0.29 0.06 -0.34 -0.56 -0.03 -0.69 nc 2
YBR198C -0.25 -0.84 -0.18 -0.43 -0.06 0.42 -0.03 0.53 -0.04 -0.06 0.16 0.25 -0.23 -0.43 0.29 0.19 0.19 0.52 0.14 -0.34 -0.42 0.04 -0.42 -0.67 -0.38 -0.14 -0.06 -0.23 -0.62 -0.2 -0.2 -0.42 0.15 0.04 -0.29 -0.01 -0.04 -0.09 -0.06 -0.18 -0.15 -0.17 -0.29 -0.03 -0.06 -0.34 -0.38 -0.25 -0.18 0.15 -0.17 -0.25 -0.15 -0.32 -0.03 -0.36 -0.09 0.14 0.31 0.3 0.1 0.7 0.38 0.69 -0.25 -0.74 -0.09 -0.18 0.1 -0.09 0.19 0.53 0.26 0.21 0.08 -0.22 -0.18 -0.01 -0.6 nc 2
YBR199W -0.15 0.25 0.18 -0.1 -0.15 -0.06 0.12 0.16 -0.12 0.2 -0.22 -0.25 -0.1 -0.17 -0.27 -0.14 -0.2 0.04 0.7 0.37 -0.64 -0.18 0.07 -0.01 -0.06 0.28 -0.09 0.1 -0.03 0.07 0.18 0.29 -0.62 -0.42 -0.4 -0.18 -0.03 -0.23 0.18 0.14 -0.03 -0.09 -0.06 -0.45 0.3 0.16 0.23 -0.3 -0.22 -0.29 -0.56 -0.3 -0.01 0.34 -0.1 0.11 -0.25 -0.27 0.18 0.57 1.19 0.21 -0.17 0.66 0.12 -0.45 0.12 0.61 0.34 0.16 0.96 0.78 -0.06 -0.12 0.03 0.08 0.28 0.01 -0.58 nc 2
YBR200W -0.25 -0.64 -0.15 -1.03 -0.74 -0.84 -0.32 0.14 -0.09 -0.17 -0.15 -0.22 -0.42 -0.22 -0.4 -0.06 -0.43 0.5 -0.23 -0.58 -0.51 -0.6 -0.56 -0.45 -0.6 -0.58 -0.15 -0.06 -0.49 0.16 0.1 -0.4 0.68 0.37 -0.6 -0.54 -0.01 0.46 0.44 -0.29 -0.69 -0.17 0.08 0.04 0.56 0.23 0.32 -0.04 0.18 -0.97 -0.42 0.07 -0.01 1.12 0.23 0.7 -0.64 -0.69 -0.17 0.21 0.15 -0.22 -0.04 0.16 -0.6 0.16 -0.18 -0.27 -0.07 0.15 -0.29 0.1 0.18 0.25 0.07 -0.14 -0.01 0.33 0.04 nc 2
YBR201W -0.17 -0.27 0.24 -0.09 -0.1 -0.14 -0.34 0.77 -0.32 0.23 -0.32 -0.14 -0.4 -0.29 -0.45 -0.09 0.25 0.39 0.46 -0.47 -0.23 -0.81 -0.32 -0.23 -0.42 -0.29 -0.09 -0.4 -0.22 -0.45 -0.3 -0.6 -0.4 -0.32 -0.36 -0.67 -0.71 -0.51 -0.15 -0.04 -0.6 -0.49 -0.23 -0.14 0.06 -0.14 0.19 -0.06 -0.15 -0.32 0.1 -0.03 -0.23 0.03 0.19 -0.01 -0.03 -0.38 -0.71 0.08 0.25 0.36 -0.07 -0.62 0.32 0.38 0.14 0.23 -0.22 0.68 -0.29 -0.56 -0.36 -0.42 0.07 -0.12 -0.34 0.53 -0.18 nc 2
YBR218C -0.22 0.12 0.16 0.29 0.01 0.16 -0.23 0.6 -0.4 0.57 -0.32 0.14 -0.04 -0.27 -0.36 0.15 -0.49 0.07 -0.27 0.15 -0.58 0.11 0.2 0.31 0.14 0.48 0.51 0.38 0.1 0.46 0.19 0.44 -0.03 0.03 -0.45 -0.36 -0.34 -0.04 0.39 0.06 0.25 -0.38 -0.47 -0.29 -0.17 -0.17 -0.17 0.11 0.97 0.73 0.6 0.43 0.41 0.54 0.08 0.1 0.72 -0.17 0.16 0.73 0.58 0.52 0.33 -0.09 -0.34 0.11 -0.22 -0.06 0.36 -0.17 0.41 0.87 0.23 -0.01 -0.2 -0.23 -0.34 -0.22 1.44 nc 2
YBR222C -0.54 -0.74 -0.23 -0.56 0.04 -0.17 0.4 0.06 0.2 -0.22 -0.14 0.23 -0.07 0.1 0.07 -0.04 0.03 0.61 -1.36 -0.12 -0.42 -0.86 -0.42 -0.43 -0.2 0.16 0.7 0.81 -0.15 0.68 0.36 0.49 -0.69 -0.64 0.12 0.23 0.41 0.1 -0.1 0.08 -0.2 -0.09 0.2 -0.56 -0.06 -0.09 0.08 -0.17 -0.51 -1.56 -2.06 -1.89 -1.74 0.91 -0.49 -0.34 -1.32 -2.25 -0.06 0.61 0.62 0.63 0.77 0.18 -0.69 -0.86 0.39 0.67 0.45 0.26 -0.94 -0.69 0.24 0.34 0.48 0.08 0.3 0.82 1.49 nc 2
YBR229C -0.4 -0.54 -0.01 -0.3 -0.12 -0.47 -0.29 -0.23 -0.29 0.04 -0.15 0.14 -0.34 -0.12 -0.32 0.44 -0.38 0.14 -0.36 -0.18 -0.51 -0.43 -0.56 -0.36 -0.54 0.11 0.08 0.19 -0.38 -0.03 0.08 0.18 -0.07 -0.25 -0.25 -0.15 0.06 0.06 0.08 0.2 -0.25 -0.17 -0.23 0.15 -0.04 -0.3 -0.18 -0.42 -0.18 -0.18 -0.76 -0.36 0.01 0.2 -0.84 -0.27 0.43 0.4 -0.15 0.41 0.61 0.55 0.32 -0.29 -0.25 -0.79 0.01 0.11 -0.36 -0.42 -0.81 -0.94 0.08 0.1 0.34 0.11 0.1 -0.34 -0.34 nc 2
YBR247C -0.2 -1.79 -1.09 -0.74 -0.38 -0.49 0.01 0.49 0.11 0.48 -0.22 0.24 -0.1 0.03 -0.38 0.07 -0.17 0.08 -1.36 -0.56 -0.67 0.33 0.48 0.44 0.06 0.03 -0.07 0.26 -0.47 -0.51 -0.64 -0.22 1.27 1.12 0.56 0.11 0.39 0.31 0.16 -0.25 -0.36 0.21 0.1 0.1 -0.38 -0.76 -0.4 -0.22 -1.51 -0.54 -1.36 -0.14 -0.51 -1.09 -0.67 -0.49 -2.47 -1.32 -0.07 -2.64 -0.97 -0.74 -0.4 -0.89 -0.38 -1.51 -1.12 -1.03 -0.62 -0.2 -0.38 -0.07 -0.03 -0.22 -0.07 -1.18 -1.03 -1.22 -2.74 nc 2
YBR283C -0.18 -0.15 -0.25 -0.25 -0.29 -0.17 -0.32 -0.15 0.07 0.16 0.29 -0.25 -0.03 -0.22 -0.15 0.03 -0.17 -0.12 -0.32 0.01 0.26 -0.1 -0.12 0.19 0.23 0.33 0.01 0.11 0.3 -0.04 0.04 0.01 -0.54 -0.43 -0.54 -0.3 -0.58 -0.22 -0.25 -0.17 -0.38 -0.1 -0.1 0.14 -0.47 -0.6 -0.54 0.1 -0.27 0.37 0.7 0.38 -0.01 -0.86 0.07 -0.81 0.12 1.51 0.16 -0.71 -0.71 -1.03 -0.43 -0.89 0.03 -0.92 -0.2 -0.71 -0.17 -0.4 -1.43 -0.3 0.24 0.1 0.68 -0.04 -0.38 -0.47 -0.71 nc 2
YBR291C -0.1 -0.14 -0.38 -0.54 -0.27 -0.51 -0.09 -0.58 0.07 -0.15 0.01 -0.01 0.16 -0.3 -0.17 -0.18 -0.18 -0.01 -0.64 -0.38 -0.43 -0.2 0.14 -0.22 -0.38 -0.03 -0.23 -0.17 -0.42 -0.58 -0.56 -0.32 0.11 0.3 0.36 0.7 0.42 0.07 0.18 -0.23 -0.67 -0.14 0.03 -0.74 -0.51 -0.3 -0.07 -0.51 -0.14 -0.32 0.21 -0.32 -0.07 0.07 0.1 -0.09 0.69 0.16 -0.12 -0.51 -0.12 -0.25 0.03 -0.34 -0.6 -0.47 -0.69 -0.76 -0.03 0.25 -0.38 -0.71 -0.06 -0.22 -0.32 -0.81 -0.56 -0.62 -1.12 nc 2
YBR294W 0.2 0.12 -0.03 -0.25 0.03 -0.03 0.15 0.1 0.08 0.06 -0.14 -0.07 -0.07 0.06 -0.17 -0.03 -0.07 -0.04 -0.07 0.1 -0.38 -0.36 -0.18 -0.18 -0.27 -0.4 -0.3 -0.32 -0.47 -0.29 -0.3 -0.38 0.33 0.53 0.19 0.19 0.31 0.24 0.03 0.31 -0.18 0.01 -0.12 0.2 0.04 -0.07 -0.43 -0.1 1.07 1.04 0.87 0.73 0.25 0.03 -0.29 -0.6 1.44 1.63 0.18 -0.1 0.19 0.34 0.34 0.3 -0.64 -0.38 -0.76 -0.06 0.26 0.51 0.21 0.56 0.03 0.1 0.34 -0.3 -0.4 -0.03 0.2 nc 2
YCL027W 2.44 0.28 -0.45 -1.15 -0.58 -0.22 -0.54 -0.06 -1.09 0.11 0.39 0.29 0.06 -0.12 -0.62 0.52 -0.25 0.33 -0.49 -0.23 -0.07 -0.1 0.03 0.16 -0.06 -0.25 -0.74 -0.3 -0.07 -0.43 -0.84 -0.29 -1.22 -0.51 -1.22 -1.51 -1.18 -0.89 -0.6 0.42 -0.86 -1.43 -0.92 0.73 1.41 1.37 1.82 -0.09 -0.04 -0.18 0.16 0.08 0.04 -0.1 0.12 -0.22 0.12 0.23 -0.27 -0.51 0.01 -0.12 -0.86 0.62 -1.18 -0.22 -0.15 0.3 -0.32 0.37 0.51 -0.3 0.36 0.44 0.51 0.26 -0.2 0.57 -0.07 nc 2
YCL040W -0.15 1.33 1.67 1.06 0.45 -0.36 -0.4 -0.97 -0.69 -0.29 -0.14 0.06 0.15 -0.74 -0.25 -0.32 -0.17 -0.47 1.26 0.96 0.44 0.32 -0.58 -0.62 -0.62 0.26 0.66 -0.01 -0.03 1.01 1.11 0.96 -0.64 -1.36 -1.25 0.25 0.26 0.18 1.04 1.12 0.95 0.61 0.91 1.06 2.15 2.2 2.32 -0.14 -1.09 -1.79 -1.22 -1.56 -0.92 1.15 -0.3 -0.56 -1.12 -2.4 1.49 4.23 3.75 1.99 1.37 0.89 0.86 0.52 2.24 2.32 0.73 1.13 1.29 0.73 -0.64 -0.22 0.81 0.78 1.82 1.92 1.25 nc 2
YCL043C 0.34 -0.09 0.44 0.1 0.45 0.26 0.6 0.23 0.37 -0.04 0.38 0.23 0.11 0.15 0.4 0.3 0.18 -0.17 -0.22 0.34 -0.14 -0.03 -0.18 -0.14 0.45 0.12 0.34 0.07 -0.22 0.52 0.21 0.24 -0.45 -1.15 -1 -0.47 -0.29 -0.67 -0.81 -0.62 -0.71 -0.22 -0.12 -0.42 -0.45 -0.42 -0.23 -0.14 0.29 0.53 0.52 -0.01 -0.23 -0.3 -0.09 -0.58 1.12 1.03 0.53 0.82 0.71 0.77 0.99 0.83 0.93 0.07 1.74 1.58 0.44 -0.47 -0.18 -0.4 0.48 0.6 0.86 0.2 0.42 0.19 0.01 nc 2
YCR012W 0.82 0.29 0.62 0.42 0.41 0.19 0.65 0.45 0.59 0.3 0.28 -0.03 0.34 0.32 0.29 0.28 0.08 0.06 0.78 0.73 0.69 0.91 0.42 0.01 -0.34 -0.01 0.23 0.52 -0.14 0.61 0.76 0.6 -1.18 -2 -2 -0.74 -0.23 -0.09 0.01 -0.03 -0.18 0.07 0.37 -0.36 -0.32 0.1 -0.09 0.07 -1.64 -2.94 -3.64 -3.47 -2.64 1.52 -1.32 0.29 -2.74 -5.64 0.45 1.16 0.91 0.07 0.51 -0.14 0.43 -0.49 0.76 0.21 0.6 -0.3 -0.29 -0.69 0.1 0.18 0.76 0.62 0.48 0.12 -0.51 nc 2
YCR014C -0.42 -0.2 -0.3 -0.25 -0.62 -0.09 -0.43 0.04 -0.17 -0.22 -0.15 0.03 -0.2 -0.25 -0.79 0.19 -0.14 0.16 0.38 0.06 0.14 0.03 0.07 -0.14 -0.03 -0.45 -0.6 -0.69 -0.15 -0.51 -0.54 -0.17 -0.29 -0.43 -0.47 -0.18 -0.64 -0.56 -0.58 -0.3 -0.07 -1.25 -0.49 -0.3 -0.49 -0.49 -0.56 -0.07 0.86 0.99 1.06 1.32 1.24 0.14 0.08 0.04 0.85 1.24 0.36 -0.97 0.08 -0.67 -0.42 0.48 -0.54 -0.58 -0.25 -0.15 0.14 0.52 0.01 0.43 -0.06 0.23 0.41 -0.04 -0.6 0.4 0.38 nc 2
YCR046C -0.25 -0.36 -0.15 -0.22 -0.07 -0.27 0.1 -0.42 -0.14 -0.07 -0.43 -0.22 -0.17 -0.34 -0.27 -0.4 -0.47 -0.32 -0.42 -0.51 -0.1 -0.1 0.12 -0.04 0.11 0.62 0.44 0.48 0.46 0.48 0.48 0.44 0.48 -0.04 0.01 0.07 0.11 0.48 0.77 0.71 0.54 0.69 0.82 -0.67 1.01 0.89 0.79 -0.09 -0.6 -0.36 0.56 0.15 -0.18 -0.14 -0.03 0.26 -1.36 -0.97 0.2 -0.06 -0.25 0.56 0.33 -0.01 -0.27 -0.27 0.03 -0.14 -0.09 0.23 0.03 -0.01 -0.38 -0.42 -0.23 -0.42 -0.23 0.81 -0.62 nc 2
YCR088W 0.08 0.11 0.29 0.32 0.14 0.39 -0.04 0.37 0.28 -0.17 0.15 0.37 0.03 0.01 0.07 0.58 -0.03 0.23 0.41 0.38 0.48 0.51 -0.25 0.12 0.15 0.59 0.49 0.58 -0.12 0.72 0.77 0.77 -0.67 -1.29 -1.18 -0.49 -0.67 -0.67 -0.54 -0.45 -0.01 -0.07 -0.27 0.18 0.06 0.04 0.19 0.14 -0.54 -1.32 -1 -1 -1.25 0.75 0.26 0.16 -0.64 -1.84 0.59 0.92 1.29 1.96 0.64 1.12 0.5 -0.67 0.92 1.14 0.67 0.44 0.55 0.59 0.16 0.1 0.25 -0.03 -0.3 0.7 -0.12 nc 2
YDL030W -0.69 0.14 -0.29 -0.47 -0.32 -0.01 -0.32 -0.32 0.07 -0.07 0.06 -0.14 0.04 -0.25 -0.49 0.08 -0.17 0.14 -0.38 0.06 0.03 0.2 -0.22 -0.25 -0.09 -0.54 -0.3 -0.62 -0.04 -0.36 -0.84 0.01 -0.18 0.12 -0.06 -0.14 -0.29 -0.38 -0.36 -0.32 0.43 0.24 -0.18 0.56 -0.23 -0.34 -0.36 0.42 -0.64 -0.04 0.56 0.45 0.19 -0.49 0.54 0.57 -0.84 -0.3 1.74 -0.58 0.07 -0.17 -0.42 0.99 0.16 -0.49 -0.64 -0.58 -0.4 0.32 0.08 -0.36 -0.14 0.4 -0.06 -0.25 -0.58 -0.2 -0.45 nc 2
YDL048C 1.1 0.12 0.03 -0.15 0.08 -0.27 -0.15 -0.38 -0.32 0.26 -0.22 -0.04 -0.29 -0.51 -0.4 -0.18 -0.07 -0.22 1.8 -0.4 -0.27 -0.34 -0.34 -0.76 -0.6 -0.3 -0.47 -0.4 -0.67 -0.58 -0.36 -0.36 2.09 1.89 1.8 1.65 1.64 1.83 1.39 1.29 0.77 1.49 1.63 0.58 0.85 0.61 0.63 -0.34 -1.03 -0.92 -1.79 -1.51 -1.84 -0.49 -0.6 -0.89 -2.56 -1.32 0.42 -0.86 -1.03 -1.15 -1.64 -0.79 -0.69 -1.06 -0.43 -1.12 0.18 0.41 0.6 -1.18 -0.07 0.41 1.2 0.51 0.55 0.81 0.67 nc 2
YDL049C -0.34 0.87 0.08 -0.18 -0.4 -0.36 0.18 0.04 -0.32 0.28 -0.71 -0.27 -0.07 -0.36 -0.51 -0.58 -0.62 -0.14 -0.89 0.18 -0.2 -0.07 -0.1 -0.23 -0.25 -0.32 -0.17 -0.12 -0.12 -0.25 -0.67 -0.76 0.6 0.53 0.14 -0.4 -0.64 -0.34 -0.38 -0.25 -0.67 -0.23 -0.45 -0.6 -0.6 -0.69 -0.62 -0.42 -0.07 0.04 2.03 2.38 2.19 -0.79 1.77 1.94 -0.51 -1.6 0.18 -0.04 0.14 -0.38 -0.36 0.4 -0.51 -0.27 -0.92 -0.56 0.16 1.14 0.8 0.31 -0.22 -0.18 -0.06 -0.18 0.06 0.2 0.42 nc 2
YDL052C -0.6 -0.25 -0.29 -0.04 -0.01 0.31 -0.34 0.01 -0.01 -0.03 -0.04 -0.36 -0.1 -0.18 -0.09 0.15 0.19 -0.14 -0.42 0.37 0.79 -0.42 -0.27 0.25 0.29 0.72 0.34 0.64 0.45 0.32 0.34 0.38 -0.81 -1.06 -0.58 -0.3 -0.43 -0.54 -0.71 -0.38 -0.2 0.1 -0.15 0.19 -0.64 -0.49 -0.42 0.06 0.12 0.1 -0.4 -0.42 -0.49 0.04 -0.1 -0.81 0.55 0.64 0.04 0.16 0.08 0.21 0.7 0.7 0.57 -0.71 0.63 -0.17 -0.22 0.08 -0.97 -0.69 -0.04 0.52 -0.09 -0.29 -0.56 -1.43 -1.47 nc 2
YDL064W -0.29 -0.81 -0.43 -0.3 -0.03 -0.04 0.25 -0.27 -0.04 -0.01 -0.4 -0.25 -0.22 -0.43 -0.09 -0.27 -0.03 -0.25 -0.32 -0.32 -0.03 -0.45 0.11 0.24 0.06 0.19 0.04 0.21 0.11 -0.22 -0.3 -0.04 0.1 0.23 0.39 0.48 0.29 -0.1 -0.2 -0.03 -0.09 0.38 0.19 -0.64 -0.1 -0.25 0.15 -0.3 0.83 0.97 1.65 1.38 1.08 0.01 0.34 -0.3 1.64 1.34 -0.18 -0.92 -0.89 -0.76 -0.38 -0.12 -0.29 -0.36 -0.34 -0.62 -0.6 0.06 -0.25 -0.38 -0.06 -0.29 -0.34 -0.62 -0.58 -0.79 -1.6 nc 2
YDL069C -0.34 0.16 -0.23 -0.67 -0.18 -0.67 -0.27 -0.38 -0.34 -0.54 -0.58 -0.42 -0.3 -0.89 -0.56 -0.47 -0.54 -0.15 -0.25 -0.62 -0.49 -0.86 -0.47 -0.71 -0.67 -0.51 -0.43 -0.42 -0.49 -0.32 -0.84 -0.58 -0.27 -0.06 0.14 -0.25 -0.6 -0.09 -0.09 -0.07 -0.23 0.03 0.12 -0.25 0.08 -0.25 0.19 -0.34 -0.03 0.01 -0.07 -0.32 -0.2 -0.09 -0.4 -0.45 0.38 1.14 -0.58 0.2 -0.12 -0.86 -0.56 -0.45 -0.22 0.55 -0.23 -0.56 -0.42 0.5 -0.79 -0.22 -0.49 -0.54 -0.34 -0.43 -0.38 -0.51 -1.03 nc 2
YDL078C -0.32 0.16 -0.04 0.16 -0.4 -0.18 -0.67 -0.38 -0.22 -0.1 0.1 -0.14 -0.07 -0.38 -0.18 0.06 0.03 -0.07 0.66 0.77 -0.1 0.04 -0.29 -0.09 0.03 0.66 0.58 0.33 0.24 0.61 1.01 1 -0.01 0.06 0.03 0.2 0.03 -0.1 -0.03 0.4 0.42 0.56 0.32 0.9 0.75 0.62 0.9 0.12 0.38 -0.09 -0.51 -0.17 0.26 0.5 -0.27 0.42 -0.12 -0.18 -0.17 0.11 0.07 -0.71 -0.6 -0.74 0.3 0.15 0.54 0.2 -0.38 -0.1 -0.86 -0.79 -0.12 0.68 -0.01 -0.03 -0.18 0.71 0.49 nc 2
YDL080C -0.43 0.12 -0.54 -0.36 -0.81 -0.12 -0.62 -0.1 -0.15 -0.15 -0.27 -0.34 -0.38 -0.3 -0.54 0.03 -0.17 -0.03 -0.01 0.2 0.21 0.26 0.08 0.11 0.19 0.01 -0.12 -0.04 0.1 0.01 0.1 0.11 -0.27 -0.07 -0.22 -0.14 -0.36 -0.17 -0.29 -0.23 -0.23 0.11 -0.23 0.53 -0.06 -0.29 -0.38 -0.3 0.63 0.79 2.56 2.09 1.58 -1.4 0.37 -0.22 1.03 1.6 -0.38 -0.56 -0.27 -0.34 -0.15 -0.71 -0.09 -0.27 0.16 -0.54 0.28 0.12 -0.34 -0.43 -0.29 0.58 0.08 -0.18 -0.49 -0.04 -0.22 nc 2
YDL127W 1.58 -0.76 -0.49 -0.51 -0.51 -0.94 -0.58 -1.29 -1.09 0.38 0.66 0.49 0.2 -0.12 -0.47 -0.76 -0.54 -0.64 -0.94 0.03 -0.04 -0.29 -0.42 -0.15 -0.42 -0.07 -0.17 0.11 -0.42 -0.01 -0.62 0.11 0.56 2.08 0.58 -0.22 -1.03 -0.76 1.18 0.77 0.39 -1 -1 0.37 0.82 0.34 0.25 -0.07 0.37 -0.14 -0.58 -0.86 -1 0.68 -0.47 -1.03 0.78 0.08 -0.17 -0.64 0.03 0.56 -0.12 0.15 -0.49 0.18 -0.3 0.03 -0.09 0.25 0.51 -0.2 0.18 0.32 -0.6 -0.64 -0.42 -0.43 -0.92 nc 2
YDL132W 0.12 -0.06 -0.04 -0.2 -0.32 -0.36 0.06 -0.03 0.08 -0.06 -0.25 -0.17 -0.14 -0.71 -0.22 -0.32 0.08 -0.12 0.01 -0.29 -0.34 -0.4 -0.38 -0.49 -0.71 -0.01 -0.2 -0.17 -0.32 0.11 0.08 -0.15 -0.54 -0.58 -0.67 -0.54 -0.69 -0.54 -0.23 -0.38 -0.01 -0.23 -0.18 1.01 0.23 0.01 0.11 0.04 0.24 0.3 0.21 -0.06 -0.3 -0.14 -0.36 -0.67 0.85 1.43 -0.03 0.81 0.49 0.52 0.48 0.4 -0.29 -0.42 0.25 -0.17 0.65 0.14 0.58 0.51 -0.06 0.25 -0.12 0.01 -0.34 -0.42 -0.47 nc 2
